month,market_return,SMB,VMG,RF,annual_deposit_rate_percent,MKT
2007-07-31,0.1730061158826616,0.05965265578311746,-0.018337914286605667,0.0027335263083605454,3.33,0.17027258957430105
2007-08-31,0.1549140311429061,-0.04128502367502156,0.013980906615186972,0.0029516094330215292,3.6,0.15196242170988458
2007-09-30,0.05871403465862013,0.004119426454876701,0.04998365939244327,0.0031691721789193217,3.87,0.05554486247970081
2007-10-31,0.061038978784652136,-0.1398143697257186,0.12399519698814396,0.0031691721789193217,3.87,0.057869806605732814
2007-11-30,-0.15016632308807554,0.10435081187093767,0.015625331330559808,0.0031691721789193217,3.87,-0.15333549526699486
2007-12-31,0.11427164715875998,0.08622631452734694,-0.03785617459061652,0.0033862171355991677,4.14,0.11088543002316081
2008-01-31,-0.16188684562124564,0.09239100016448121,-0.021714854086150787,0.0033862171355991677,4.14,-0.1652730627568448
2008-02-29,0.024148022969898483,0.07719121857203845,-0.010786428741978875,0.0033862171355991677,4.14,0.020761805834299315
2008-03-31,-0.19294483247533087,0.0040857491249244315,0.01525636142301684,0.0033862171355991677,4.14,-0.19633104961093004
2008-04-30,0.06544743653885562,-0.08889464132689814,0.07959268766194769,0.0033862171355991677,4.14,0.06206121940325646
2008-05-31,-0.08486589375715363,0.03283292544033756,-0.07515139826184207,0.0033862171355991677,4.14,-0.0882521108927528
2008-06-30,-0.2006880961232668,-0.04365380174520475,0.042135661452063156,0.0033862171355991677,4.14,-0.20407431325886596
2008-07-31,0.017974924422082407,0.0707994731274418,-0.022592864699006517,0.0033862171355991677,4.14,0.01458870728648324
2008-08-31,-0.13557558810282327,-0.09150217401519772,0.0415458776976734,0.0033862171355991677,4.14,-0.13896180523842244
2008-09-30,-0.05330019447746973,-0.058240536822481564,-0.050943277503820925,0.0033862171355991677,4.14,-0.0566864116130689
2008-10-31,-0.24838582350611238,-0.0037552438256381326,0.04461585847902827,0.0029516094330215292,3.6,-0.2513374329391339
2008-11-30,0.09523939636662812,0.12612377577944198,-0.01151817096866059,0.0020761284687424997,2.52,0.09316326789788562
2008-12-31,-0.02531680363187042,0.09983730070763555,0.027166496058805986,0.001855937535336194,2.25,-0.027172741167206613
2009-01-31,0.09169636846321506,0.086109311924861,0.037929609065061654,0.001855937535336194,2.25,0.08984043092787887
2009-02-28,0.04757118646037583,0.022538137456523652,-0.030642444061092317,0.001855937535336194,2.25,0.045715248925039635
2009-03-31,0.13999922260670675,0.08449139499641686,-0.008287179937517708,0.001855937535336194,2.25,0.13814328507137055
2009-04-30,0.04384777819998565,0.03255478799304883,0.020211538793706026,0.001855937535336194,2.25,0.041991840664649456
2009-05-31,0.060727992107315255,0.012279473952594704,-0.027183806257519046,0.001855937535336194,2.25,0.05887205457197906
2009-06-30,0.1446776040760644,-0.08434809020043338,0.034980658920961555,0.001855937535336194,2.25,0.1428216665407282
2009-07-31,0.15491148034304683,-0.059249194890190315,-0.08766957100434528,0.001855937535336194,2.25,0.15305554280771064
2009-08-31,-0.21753888062099547,0.08683870975372701,0.045211960121331385,0.001855937535336194,2.25,-0.21939481815633166
2009-09-30,0.0499053148926391,-0.0005933933575519926,0.06596409324680788,0.001855937535336194,2.25,0.04804937735730291
2009-10-31,0.08095868462202373,0.04035280930422498,-0.0016318621698395291,0.001855937535336194,2.25,0.07910274708668753
2009-11-30,0.06841168502529815,0.08439380321348336,-0.021943806693764223,0.001855937535336194,2.25,0.06655574748996196
2009-12-31,0.027289347096380454,0.027889746886042094,0.030850799964190146,0.001855937535336194,2.25,0.02543340956104426
2010-01-31,-0.0890799773232283,0.06545830634338326,0.00782347314070514,0.001855937535336194,2.25,-0.09093591485856449
2010-02-28,0.021668314919868745,0.031025597826204482,-0.02739373275634063,0.001855937535336194,2.25,0.01981237738453255
2010-03-31,0.018673974258719,0.02366744050140754,-0.000615267791955882,0.001855937535336194,2.25,0.016818036723382807
2010-04-30,-0.07705442261611367,0.00343108427767308,-0.007859769886314844,0.001855937535336194,2.25,-0.07891036015144987
2010-05-31,-0.08411159182883406,-4.706853024354085e-05,0.00346898829280351,0.001855937535336194,2.25,-0.08596752936417025
2010-06-30,-0.07008277251545376,-0.01077059788162682,0.031465408815670295,0.001855937535336194,2.25,-0.07193871005078996
2010-07-31,0.10914335052234726,0.05568707269954064,0.009063629090436093,0.001855937535336194,2.25,0.10728741298701107
2010-08-31,0.010643758603793123,0.06200949842704942,-0.037475047249093715,0.001855937535336194,2.25,0.008787821068456929
2010-09-30,0.006861145827246984,-0.015268340709810964,-0.014600532315284125,0.001855937535336194,2.25,0.00500520829191079
2010-10-31,0.12464219416952463,-0.02450373586290923,0.017873310637631826,0.002059836269842741,2.5,0.12258235789968189
2010-11-30,-0.04869528805145934,0.05231103827743683,-0.0003175993487443546,0.002059836269842741,2.5,-0.05075512432130208
2010-12-31,-0.0061897132993396975,-0.012312021652800261,0.03636424771104569,0.0022632796417700884,2.75,-0.008452992941109787
2011-01-31,-0.020393489033117197,-0.006280501954282813,0.050793515461136945,0.0022632796417700884,2.75,-0.022656768674887286
2011-02-28,0.04626366456092478,0.039119163288907174,-0.0455653954523964,0.0024662697723036864,3.0,0.043797394788621095
2011-03-31,-5.301897799659422e-05,-0.00030637740280987404,0.01835579872816028,0.0024662697723036864,3.0,-0.0025192887503002804
2011-04-30,-0.008376667657408927,-0.018934399501317315,0.019221819806177806,0.002668808767629649,3.25,-0.011045476425038576
2011-05-31,-0.05898806378386118,-0.00017637883887341999,0.017588601762904957,0.002668808767629649,3.25,-0.06165687255149083
2011-06-30,0.02408782217429332,0.010682541958377267,0.0028576054373303933,0.002668808767629649,3.25,0.021419013406663672
2011-07-31,-0.015918609470995278,0.023311583758302355,-0.007455579390246959,0.002870898719076642,3.5,-0.01878950819007192
2011-08-31,-0.04614544799161151,0.02044062646944804,0.012803671255721266,0.002870898719076642,3.5,-0.04901634671068815
2011-09-30,-0.08586907369662297,-0.02112868747058537,0.03671874377718991,0.002870898719076642,3.5,-0.08873997241569961
2011-10-31,0.04702854761641396,-0.003030268717618363,0.00976108484642245,0.002870898719076642,3.5,0.044157648897337316
2011-11-30,-0.050922527628207453,0.0107884104171809,-0.0022782211568558447,0.002870898719076642,3.5,-0.053793426347284096
2011-12-31,-0.06591979204114078,-0.06441922129057677,0.08855442194766433,0.002870898719076642,3.5,-0.06879069076021742
2012-01-31,0.031694846232136996,-0.021621523238261088,0.04676954680663252,0.002870898719076642,3.5,0.028823947513060354
2012-02-29,0.06634578864247778,0.05508107173867775,-0.027005759525388445,0.002870898719076642,3.5,0.06347488992340114
2012-03-31,-0.06507682526879224,-0.003308058696928212,0.01236123418681312,0.002870898719076642,3.5,-0.06794772398786889
2012-04-30,0.05288634879765281,0.016771462352926314,-0.004750732795498237,0.002870898719076642,3.5,0.05001545007857617
2012-05-31,-0.0021398696104220944,0.011971398643557209,-0.00364951371127604,0.002870898719076642,3.5,-0.005010768329498736
2012-06-30,-0.04526748783005174,-0.007073847488978928,0.0468384350964178,0.002668808767629649,3.25,-0.04793629659768139
2012-07-31,-0.053919087546757706,-0.0336690529376292,0.04679025234383968,0.0024662697723036864,3.0,-0.05638535731906139
2012-08-31,-0.025445826773780607,0.06221924318997524,-0.005770221579133865,0.0024662697723036864,3.0,-0.027912096546084293
2012-09-30,0.020429207857292044,-0.01762303991147404,-0.001978500043899184,0.0024662697723036864,3.0,0.017962938084988358
2012-10-31,-0.007347251764180846,0.015453943289790412,0.008617325012623604,0.0024662697723036864,3.0,-0.009813521536484533
2012-11-30,-0.0538622123645971,-0.04841518881181335,0.046979961590684405,0.0024662697723036864,3.0,-0.05632848213690079
2012-12-31,0.14948111286849428,0.012985761123502804,0.005459055908506871,0.0024662697723036864,3.0,0.1470148430961906
2013-01-31,0.053592059064100764,0.015570637762764225,-0.010092639906748802,0.0024662697723036864,3.0,0.05112578929179708
2013-02-28,-0.0034941218749163353,0.032205418797793345,-0.013664440811110554,0.0024662697723036864,3.0,-0.005960391647220021
2013-03-31,-0.05130454968284649,0.016154846015604768,-0.00592629817022261,0.0024662697723036864,3.0,-0.05377081945515018
2013-04-30,-0.02100455670115086,-0.009577164164807576,0.009177847631326754,0.0024662697723036864,3.0,-0.023470826473454547
2013-05-31,0.07349349365865009,0.05480075093872283,-0.04605698628070175,0.0024662697723036864,3.0,0.0710272238863464
2013-06-30,-0.1265297421672132,-0.020189205375717223,0.03600559664653297,0.0024662697723036864,3.0,-0.12899601193951687
2013-07-31,0.025928937866795298,0.028772976480984452,-0.027289492014820265,0.0024662697723036864,3.0,0.02346266809449161
2013-08-31,0.049013912729942745,0.03939696031499082,-0.008715811170709964,0.0024662697723036864,3.0,0.04654764295763906
2013-09-30,0.041445076517170554,-0.01294453701661362,-0.03118330888740311,0.0024662697723036864,3.0,0.03897880674486687
2013-10-31,-0.021497946573317463,0.01883209906389149,0.056664375688593525,0.0024662697723036864,3.0,-0.02396421634562115
2013-11-30,0.04211512332361277,0.03363045204118829,-0.0338503632200399,0.0024662697723036864,3.0,0.039648853551309086
2013-12-31,-0.043912592699632595,0.017577470959434092,0.032186720616994825,0.0024662697723036864,3.0,-0.04637886247193628
2014-01-31,-0.024387276775346002,0.028354501614664025,-0.06228907375027552,0.0024662697723036864,3.0,-0.02685354654764969
2014-02-28,0.007675699296567909,0.042863468439804014,-0.006783567814493123,0.0024662697723036864,3.0,0.005209429524264223
2014-03-31,-0.02158240588175452,0.018728174146452684,0.04806740415703222,0.0024662697723036864,3.0,-0.024048675654058205
2014-04-30,-0.0066709248372420525,-0.01313851529177436,0.02094448019667997,0.0024662697723036864,3.0,-0.009137194609545738
2014-05-31,0.013278632302852646,0.01180839506994081,-0.02975331789200104,0.0024662697723036864,3.0,0.01081236253054896
2014-06-30,0.023246619457258963,0.023859192507200026,-0.01820508320203817,0.0024662697723036864,3.0,0.020780349684955277
2014-07-31,0.08132776375858429,0.011429894951508549,0.021796073115045084,0.0024662697723036864,3.0,0.0788614939862806
2014-08-31,0.010318676779657797,0.028796763705874955,-0.02998475475535158,0.0024662697723036864,3.0,0.00785240700735411
2014-09-30,0.06634552611990523,0.0525159501770692,-0.0374087261633006,0.0024662697723036864,3.0,0.06387925634760154
2014-10-31,0.01916968733105778,0.005911772384985742,0.023319320054915986,0.0024662697723036864,3.0,0.016703417558754093
2014-11-30,0.09552816115326666,-0.0211239530592214,0.04316883311147755,0.0022632796417700884,2.75,0.09326488151149658
2014-12-31,0.17556686601010427,-0.18346461088854954,0.15618034012108253,0.0022632796417700884,2.75,0.17330358636833418
2015-01-31,-0.0028253744452696817,0.08254662606302081,-0.0335086527239955,0.0022632796417700884,2.75,-0.00508865408703977
2015-02-28,0.03928457888043997,0.013495147382765485,-0.04927984170415867,0.0022632796417700884,2.75,0.03702129923866988
2015-03-31,0.1439862146125446,0.08484610075359938,-0.04302712833609654,0.002059836269842741,2.5,0.14192637834270186
2015-04-30,0.16680302840397462,-0.016457124861197797,-0.028186828915396006,0.002059836269842741,2.5,0.16474319213413188
2015-05-31,0.05754770111314873,0.1798298979394037,-0.09798819998907991,0.001855937535336194,2.25,0.05569176357781254
2015-06-30,-0.06806231312612658,-0.035571935388540116,0.08602011753890616,0.0016515813019202241,2.0,-0.0697138944280468
2015-07-31,-0.1404567570489437,-0.04462593061359987,0.06361591625668678,0.0016515813019202241,2.0,-0.14210833835086392
2015-08-31,-0.13590570432214893,0.0005098090372686603,0.012919464652059148,0.0014467654179763922,1.75,-0.13735246974012533
2015-09-30,-0.038148198329806086,0.03414152209183874,0.015772571747791175,0.0014467654179763922,1.75,-0.03959496374778248
2015-10-31,0.13694239185189983,0.07597416534332238,-0.06560650408727373,0.0012414877164492744,1.5,0.13570090413545055
2015-11-30,0.03179535543589091,0.0853341139288311,0.0020870164838369953,0.0012414877164492744,1.5,0.030553867719441637
2015-12-31,0.03169405736234753,0.03345125680115614,0.026884568789209976,0.0012414877164492744,1.5,0.030452569645898257
2016-01-31,-0.24304913197123634,-0.04138824359970561,0.06544827755975524,0.0012414877164492744,1.5,-0.24429061968768562
2016-02-29,-0.021576224700071277,-0.0063091346583728156,0.0035125414775938335,0.0012414877164492744,1.5,-0.02281771241652055
2016-03-31,0.1385015582160777,0.06209052831727452,-0.007232138966241697,0.0012414877164492744,1.5,0.13726007049962843
2016-04-30,-0.025287828848723038,0.01730046456459898,0.015698608725378156,0.0012414877164492744,1.5,-0.026529316565172312
2016-05-31,0.0006982074392999593,-0.005666020137402899,0.024740136131675725,0.0012414877164492744,1.5,-0.000543280277149315
2016-06-30,0.02198621926293414,0.04561849013813524,-0.006989765156079554,0.0012414877164492744,1.5,0.020744731546484867
2016-07-31,0.015294246965256395,-0.014221225826558135,0.058022988031967426,0.0012414877164492744,1.5,0.01405275924880712
2016-08-31,0.03658034396502575,0.009737239802439568,-0.00869161525494419,0.0012414877164492744,1.5,0.035338856248576474
2016-09-30,-0.02432969227369612,0.011682184682176654,0.01478682768446999,0.0012414877164492744,1.5,-0.025571179990145396
2016-10-31,0.025797689911320417,0.014394369280831213,-0.010547609162287856,0.0012414877164492744,1.5,0.024556202194871143
2016-11-30,0.039637485988056234,-0.011008592099791426,0.01600343314204683,0.0012414877164492744,1.5,0.03839599827160696
2016-12-31,-0.05159804446770942,-0.0012864565650571314,0.004999345965411621,0.0012414877164492744,1.5,-0.0528395321841587
